,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-11-05 19:15:01+00:00,earthquakeBot," occurred 173.98mi SW of Gizo, Solomon Islands. ","A 5.1 magnitude earthquake occurred 173.98mi SW of Gizo, Solomon Islands. Details: https://t.co/wA7dzqTkWM Map: https://t.co/jfQS2HhL0l",Solomon Sea,6R2P6W4R+HM,"https://www.google.com/maps/place/9%C2%B047'37.0%22S+154%C2%B056'30.1%22E/@-9.7936,154.9417,381612m/data=!3m1!1e3!4m4!3m3!8m2!3d-9.7936!4d154.9417?hl=e",-9.7936, 154.9417,5.1
2,2022-11-05 15:51:01+00:00,earthquakeBot," occurred in Pulau-Pulau Talaud, Indonesia. ","A 5.1 magnitude earthquake occurred in Pulau-Pulau Talaud, Indonesia. Details: https://t.co/4trEC5kg7j Map: https://t.co/DDa7h0DneG",Molucca Sea,"JV8V+856 Damau Bowone, Kepulauan Talaud Regency, North Sulawesi, Indonesia","https://www.google.com/maps/place/3%C2%B036'56.9%22N+126%C2%B053'34.4%22E/@3.6158,126.8929,386485m/data=!3m1!1e3!4m4!3m3!8m2!3d3.6158!4d126.8929?hl=e",3.6158, 126.8929,5.1
3,2022-11-05 08:48:01+00:00,earthquakeBot, occurred in Solomon Islands. ,A 5.3 magnitude earthquake occurred in Solomon Islands. Details: https://t.co/cqLFvBNvCO Map: https://t.co/DUSxucpRYn,Solomon Sea,6R2X6CPQ+R5,"https://www.google.com/maps/place/9%C2%B045'46.4%22S+159%C2%B026'16.4%22E/@-9.7629,159.4379,381647m/data=!3m1!1e3!4m4!3m3!8m2!3d-9.7629!4d159.4379?hl=e",-9.7629, 159.4379,5.3
4,2022-11-05 08:00:01+00:00,earthquakeBot," occurred 105.01mi SSE of Sarangani, Philippines. ","A 5.0 magnitude earthquake occurred 105.01mi SSE of Sarangani, Philippines. Details: https://t.co/x408jNk6IX Map: https://t.co/O7dxMGXNdQ",Philippine Sea,6QP8472H+MC,"https://www.google.com/maps/place/4%C2%B006'06.1%22N+126%C2%B016'43.0%22E/@4.1017,126.2786,386264m/data=!3m1!1e3!4m4!3m3!8m2!3d4.1017!4d126.2786?hl=e",4.1017, 126.2786,5.0
5,2022-11-05 00:33:01+00:00,earthquakeBot," occurred 155.96mi W of Haveluloto, Tonga. ","A 5.2 magnitude earthquake occurred 155.96mi W of Haveluloto, Tonga. Details: https://t.co/rCdeKTjOZF Map: https://t.co/RwAZjtgOKf",South Pacific Ocean,52C4W958+CM,"https://www.google.com/maps/place/21%C2%B005'29.4%22S+177%C2%B037'59.9%22W/@-21.0915,-177.6333,361312m/data=!3m1!1e3!4m4!3m3!8m2!3d-21.0915!4d-177.6333?hl=e",-21.0915, -177.6333,5.2
6,2022-11-04 14:59:01+00:00,earthquakeBot," occurred 40.39mi W of Iquique, Chile. ","A 5.0 magnitude earthquake occurred 40.39mi W of Iquique, Chile. Details: https://t.co/esRF55u6hl Map: https://t.co/VtAm8o1gxX",South Pacific Ocean,57FFR6MF+R6,"https://www.google.com/maps/place/20%C2%B009'55.8%22S+70%C2%B046'36.8%22W/@-20.1655,-70.7769,363517m/data=!3m1!1e3!4m4!3m3!8m2!3d-20.1655!4d-70.7769?hl=e",-20.1655, -70.7769,5.0
8,2022-11-04 10:25:01+00:00,earthquakeBot, occurred in Gulf of California. ,A 6.2 magnitude earthquake occurred in Gulf of California. Details: https://t.co/veGQp83ekG Map: https://t.co/Cx3tfPHqfB,Gulf of California,75W94MRX+QF,"https://www.google.com/maps/place/28%C2%B008'31.2%22N+112%C2%B018'04.7%22W/@28.142,-112.3013,341475m/data=!3m1!1e3!4m4!3m3!8m2!3d28.142!4d-112.3013?hl=e",28.142, -112.3013,6.2
9,2022-11-04 07:52:01+00:00,earthquakeBot, occurred in Fiji region. ,A 5.1 magnitude earthquake occurred in Fiji region. Details: https://t.co/e4wIIBloiJ Map: https://t.co/Xx5YvFArzO,South Pacific Ocean,52F327QV+R4,"https://www.google.com/maps/place/20%C2%B057'37.8%22S+178%C2%B042'25.9%22W/@-20.9605,-178.7072,361630m/data=!3m1!1e3!4m4!3m3!8m2!3d-20.9605!4d-178.7072?hl=e",-20.9605, -178.7072,5.1
10,2022-11-04 04:47:01+00:00,earthquakeBot," occurred 26.72mi SW of La Libertad, El Salvador. ","A 5.7 magnitude earthquake occurred 26.72mi SW of La Libertad, El Salvador. Details: https://t.co/6CKNuZfNpX Map: https://t.co/a9zwGNui79",North Pacific Ocean,765G5CPF+P3,"https://www.google.com/maps/place/13%C2%B011'12.5%22N+89%C2%B034'38.3%22W/@13.1868,-89.5773,377044m/data=!3m1!1e3!4m4!3m3!8m2!3d13.1868!4d-89.5773?hl=e",13.1868, -89.5773,5.7
11,2022-11-04 03:17:01+00:00,earthquakeBot," occurred 65.24mi WNW of Tobelo, Indonesia. ","A 5.0 magnitude earthquake occurred 65.24mi WNW of Tobelo, Indonesia. Details: https://t.co/CNjOaRAoky Map: https://t.co/G8xUWGYsnt",Molucca Sea,6QJ924J7+VH,"https://www.google.com/maps/place/2%C2%B001'55.9%22N+127%C2%B006'50.4%22E/@2.0322,127.114,387012m/data=!3m1!1e3!4m4!3m3!8m2!3d2.0322!4d127.114?hl=e",2.0322, 127.114,5.0
12,2022-11-03 21:16:01+00:00,earthquakeBot, occurred in southern Mid-Atlantic Ridge. ,A 5.0 magnitude earthquake occurred in southern Mid-Atlantic Ridge. Details: https://t.co/aK9RotkWWH Map: https://t.co/kircpGeb3o,South Atlantic Ocean,4CC5X8WP+MJ,"https://www.google.com/maps/place/41%C2%B000'11.9%22S+16%C2%B039'48.6%22W/@-41.0033,-16.6635,292251m/data=!3m1!1e3!4m4!3m3!8m2!3d-41.0033!4d-16.6635?hl=e",-41.0033, -16.6635,5.0
13,2022-11-03 21:14:01+00:00,earthquakeBot, occurred in Reykjanes Ridge. ,A 5.4 magnitude earthquake occurred in Reykjanes Ridge. Details: https://t.co/FQ3EzP1Ihs Map: https://t.co/WQad1fiNFZ,North Atlantic Ocean,9956QFRM+3J,"https://www.google.com/maps/place/53%C2%B047'24.7%22N+35%C2%B030'57.2%22W/@53.7902,-35.5159,228769m/data=!3m1!1e3!4m4!3m3!8m2!3d53.7902!4d-35.5159?hl=e",53.7902, -35.5159,5.4
14,2022-11-03 19:06:02+00:00,earthquakeBot, occurred in Banda Sea. ,A 5.3 magnitude earthquake occurred in Banda Sea. Details: https://t.co/i52eAlIUuY Map: https://t.co/5LG6SHGHIK,Banda Sea,6Q5GFF7W+FJ,"https://www.google.com/maps/place/6%C2%B032'10.7%22S+130%C2%B029'47.8%22E/@-6.5363,130.4966,384738m/data=!3m1!1e3!4m4!3m3!8m2!3d-6.5363!4d130.4966?hl=e",-6.5363, 130.4966,5.3
